구분,자치구명,법정동코드,법정동명,2023_m2당_월환산임대료,2024_m2당_월환산임대료,2025_m2당_월환산임대료,2023_거래건수,2024_거래건수,2025_거래건수,전체_거래건수,2023_2024_거래건수합계,2024_2025_거래건수합계,2023→2024_상승률(%),2024→2025_상승률(%),2023→2025_상승률(%),2023_소표본여부,2024_소표본여부,2025_소표본여부,전체_소표본여부,신뢰도
전세,성동구,1120011500,성수동2가,3.0033,3.2117,3.1273,198.0,205.0,278.0,681.0,403.0,483.0,6.94,-2.63,4.13,False,False,False,False,보통
전세,중구,1114016200,신당동,2.9498,2.8309,3.0672,388.0,344.0,685.0,1417.0,732.0,1029.0,-4.03,8.35,3.98,False,False,False,False,보통
전세,마포구,1144012600,중동,2.4769,2.8881,2.5747,63.0,53.0,107.0,223.0,116.0,160.0,16.6,-10.85,3.95,False,False,False,False,보통
전세,마포구,1144010900,염리동,3.7868,3.8067,3.9357,290.0,187.0,492.0,969.0,477.0,679.0,0.53,3.39,3.93,False,False,False,False,보통
전세,강남구,1168010700,신사동,2.9797,2.9366,3.0956,71.0,64.0,118.0,253.0,135.0,182.0,-1.45,5.41,3.89,False,False,False,False,보통
전세,종로구,1111010900,누상동,2.0969,2.2227,2.1749,41.0,37.0,80.0,158.0,78.0,117.0,6.0,-2.15,3.72,False,False,False,False,보통
전세,송파구,1171010700,가락동,2.8726,2.8535,2.9786,602.0,446.0,907.0,1955.0,1048.0,1353.0,-0.66,4.38,3.69,False,False,False,False,보통
전세,용산구,1117010100,후암동,3.0048,3.1158,3.1138,499.0,451.0,889.0,1839.0,950.0,1340.0,3.7,-0.07,3.63,False,False,False,False,보통
전세,종로구,1111010200,신교동,2.2289,2.2258,2.3089,19.0,17.0,36.0,72.0,36.0,53.0,-0.14,3.73,3.59,False,False,False,False,보통
전세,서대문구,1141011200,대현동,4.6656,4.9158,4.8312,13.0,13.0,16.0,42.0,26.0,29.0,5.36,-1.72,3.55,False,False,False,False,보통
전세,서초구,1165010800,서초동,4.0591,4.1385,4.201,549.0,486.0,878.0,1913.0,1035.0,1364.0,1.96,1.51,3.5,False,False,False,False,보통
전세,서초구,1165010200,양재동,3.4368,3.6971,3.5569,934.0,899.0,1539.0,3372.0,1833.0,2438.0,7.57,-3.79,3.49,False,False,False,False,보통
전세,강서구,1150010400,가양동,3.0894,3.0922,3.1894,75.0,72.0,88.0,235.0,147.0,160.0,0.09,3.14,3.24,False,False,False,False,보통
전세,중랑구,1126010600,신내동,2.2995,2.4434,2.3706,76.0,54.0,96.0,226.0,130.0,150.0,6.26,-2.98,3.09,False,False,False,False,보통
전세,서초구,1165010100,방배동,3.7287,3.9039,3.8418,1250.0,1123.0,2017.0,4390.0,2373.0,3140.0,4.7,-1.59,3.03,False,False,False,False,보통
전세,서초구,1165010700,반포동,3.6038,3.7304,3.7064,450.0,341.0,740.0,1531.0,791.0,1081.0,3.51,-0.64,2.85,False,False,False,False,보통
전세,마포구,1144011000,노고산동,4.0827,4.3418,4.1944,170.0,117.0,257.0,544.0,287.0,374.0,6.35,-3.39,2.74,False,False,False,False,보통
전세,송파구,1171011300,거여동,2.8047,2.8299,2.8808,165.0,195.0,220.0,580.0,360.0,415.0,0.9,1.8,2.72,False,False,False,False,보통
전세,용산구,1117012200,문배동,4.1336,4.1853,4.2387,3.0,2.0,7.0,12.0,5.0,9.0,1.25,1.28,2.54,False,True,False,False,보통
전세,영등포구,1156012100,문래동3가,4.2724,4.6715,4.3776,9.0,4.0,11.0,24.0,13.0,15.0,9.34,-6.29,2.46,False,False,False,False,보통
전세,은평구,1138010300,불광동,2.0933,2.002,2.1448,941.0,838.0,1217.0,2996.0,1779.0,2055.0,-4.36,7.13,2.46,False,False,False,False,보통
전세,성동구,1120010600,사근동,3.4219,3.0182,3.5051,44.0,11.0,64.0,119.0,55.0,75.0,-11.8,16.13,2.43,False,False,False,False,보통
전세,동대문구,1123010400,전농동,2.9157,2.9103,2.9863,306.0,274.0,439.0,1019.0,580.0,713.0,-0.18,2.61,2.42,False,False,False,False,보통
전세,종로구,1111016600,연건동,1.7671,1.5781,1.8096,22.0,18.0,25.0,65.0,40.0,43.0,-10.69,14.67,2.41,False,False,False,False,보통
전세,동작구,1159010500,흑석동,2.7538,2.9062,2.8189,31.0,40.0,90.0,161.0,71.0,130.0,5.54,-3.0,2.37,False,False,False,False,보통
전세,성동구,1120010200,하왕십리동,4.5031,4.6812,4.6049,69.0,65.0,113.0,247.0,134.0,178.0,3.95,-1.63,2.26,False,False,False,False,보통
전세,은평구,1138010600,대조동,2.1632,2.158,2.21,371.0,358.0,500.0,1229.0,729.0,858.0,-0.24,2.41,2.16,False,False,False,False,보통
전세,종로구,1111017300,명륜3가,1.921,1.759,1.961,18.0,18.0,39.0,75.0,36.0,57.0,-8.43,11.49,2.09,False,False,False,False,보통
전세,용산구,1117012400,한강로1가,3.7554,3.7237,3.8336,46.0,34.0,64.0,144.0,80.0,98.0,-0.84,2.95,2.08,False,False,False,False,보통
전세,마포구,1144012300,망원동,2.8379,2.8879,2.895,796.0,634.0,972.0,2402.0,1430.0,1606.0,1.76,0.25,2.01,False,False,False,False,보통
전세,관악구,1162010200,신림동,2.5534,2.5782,2.603,1051.0,948.0,1213.0,3212.0,1999.0,2161.0,0.97,0.96,1.94,False,False,False,False,보통
전세,마포구,1144010200,공덕동,3.3666,3.3085,3.4316,73.0,58.0,120.0,251.0,131.0,178.0,-1.73,3.72,1.93,False,False,False,False,보통
전세,강동구,1174010300,상일동,2.4997,2.3492,2.539,91.0,62.0,148.0,301.0,153.0,210.0,-6.02,8.08,1.57,False,False,False,False,보통
전세,광진구,1121510500,자양동,3.5106,3.6035,3.5624,1308.0,1195.0,2143.0,4646.0,2503.0,3338.0,2.65,-1.14,1.47,False,False,False,False,보통
전세,중구,1114014700,쌍림동,3.9458,4.0016,3.9995,3.0,2.0,14.0,19.0,5.0,16.0,1.41,-0.05,1.36,False,True,False,False,보통
전세,강남구,1168010500,삼성동,3.3654,3.2681,3.4105,195.0,191.0,375.0,761.0,386.0,566.0,-2.89,4.35,1.34,False,False,False,False,보통
전세,성북구,1129010200,성북동1가,2.4291,2.326,2.4617,6.0,10.0,19.0,35.0,16.0,29.0,-4.25,5.83,1.34,False,False,False,False,보통
전세,도봉구,1132010500,쌍문동,1.6268,1.6763,1.6473,347.0,285.0,320.0,952.0,632.0,605.0,3.04,-1.73,1.26,False,False,False,False,보통
전세,강북구,1130510100,미아동,1.6321,1.648,1.6518,527.0,553.0,828.0,1908.0,1080.0,1381.0,0.98,0.23,1.2,False,False,False,False,보통
전세,중랑구,1126010500,망우동,2.5184,2.8002,2.5483,204.0,227.0,289.0,720.0,431.0,516.0,11.19,-9.0,1.19,False,False,False,False,보통
전세,동작구,1159010200,상도동,2.5071,2.5614,2.5347,854.0,804.0,1370.0,3028.0,1658.0,2174.0,2.16,-1.04,1.1,False,False,False,False,보통
전세,용산구,1117011500,산천동,2.3398,2.5239,2.3648,5.0,8.0,6.0,19.0,13.0,14.0,7.87,-6.31,1.07,False,False,False,False,보통
전세,금천구,1154510200,독산동,2.7128,2.9229,2.7404,519.0,498.0,719.0,1736.0,1017.0,1217.0,7.75,-6.25,1.02,False,False,False,False,보통
전세,송파구,1171010100,잠실동,3.159,3.0713,3.1904,642.0,565.0,1116.0,2323.0,1207.0,1681.0,-2.78,3.88,0.99,False,False,False,False,보통
전세,강동구,1174010800,성내동,3.0184,3.0254,3.0474,761.0,654.0,1059.0,2474.0,1415.0,1713.0,0.23,0.73,0.96,False,False,False,False,보통
전세,성동구,1120010800,응봉동,1.5944,1.7902,1.6094,75.0,80.0,104.0,259.0,155.0,184.0,12.28,-10.1,0.94,False,False,False,False,보통
전세,구로구,1153011200,항동,1.5727,1.5062,1.5868,32.0,40.0,56.0,128.0,72.0,96.0,-4.23,5.36,0.9,False,False,False,False,보통
전세,송파구,1171010500,석촌동,2.8944,2.9046,2.9204,893.0,794.0,1303.0,2990.0,1687.0,2097.0,0.35,0.54,0.9,False,False,False,False,보통
전세,은평구,1138010800,역촌동,2.1234,2.1782,2.141,565.0,396.0,564.0,1525.0,961.0,960.0,2.58,-1.71,0.83,False,False,False,False,보통
전세,노원구,1135010500,상계동,1.624,1.5789,1.6373,315.0,318.0,420.0,1053.0,633.0,738.0,-2.78,3.7,0.82,False,False,False,False,보통
전세,중랑구,1126010300,중화동,2.7655,2.8279,2.788,404.0,380.0,653.0,1437.0,784.0,1033.0,2.26,-1.41,0.82,False,False,False,False,보통
전세,영등포구,1156011800,도림동,2.8965,3.2481,2.9194,98.0,114.0,172.0,384.0,212.0,286.0,12.14,-10.12,0.79,False,False,False,False,보통
전세,은평구,1138010200,녹번동,2.3695,2.4316,2.3882,454.0,436.0,679.0,1569.0,890.0,1115.0,2.62,-1.78,0.79,False,False,False,False,보통
전세,용산구,1117011400,신창동,3.329,3.4608,3.3531,60.0,91.0,87.0,238.0,151.0,178.0,3.96,-3.11,0.72,False,False,False,False,보통
전세,송파구,1171010600,삼전동,2.8563,2.7796,2.8753,853.0,788.0,1422.0,3063.0,1641.0,2210.0,-2.68,3.44,0.67,False,False,False,False,보통
전세,광진구,1121510300,구의동,2.9431,3.0578,2.9596,845.0,674.0,1129.0,2648.0,1519.0,1803.0,3.89,-3.21,0.56,False,False,False,False,보통
전세,송파구,1171010300,풍납동,2.3693,2.3929,2.3787,153.0,130.0,204.0,487.0,283.0,334.0,1.0,-0.59,0.4,False,False,False,False,보통
전세,용산구,1117010200,용산동2가,2.0673,2.0802,2.0742,155.0,156.0,230.0,541.0,311.0,386.0,0.63,-0.29,0.33,False,False,False,False,보통
전세,관악구,1162010100,봉천동,2.7398,2.6902,2.7438,947.0,730.0,1026.0,2703.0,1677.0,1756.0,-1.81,1.99,0.15,False,False,False,False,보통
전세,강서구,1150010600,내발산동,2.4516,2.8481,2.4543,315.0,225.0,326.0,866.0,540.0,551.0,16.17,-13.83,0.11,False,False,False,False,보통
전세,노원구,1135010300,공릉동,1.9233,2.0183,1.9252,198.0,139.0,277.0,614.0,337.0,416.0,4.94,-4.62,0.09,False,False,False,False,보통
전세,중구,1114014300,장충동1가,3.361,3.62,3.3609,22.0,20.0,28.0,70.0,42.0,48.0,7.71,-7.16,-0.0,False,False,False,False,보통
전세,종로구,1111018300,평창동,1.9933,2.1247,1.991,75.0,49.0,95.0,219.0,124.0,144.0,6.59,-6.29,-0.11,False,False,False,False,보통
전세,서초구,1165010600,잠원동,3.4774,3.5458,3.4709,57.0,47.0,86.0,190.0,104.0,133.0,1.97,-2.11,-0.19,False,False,False,False,보통
전세,은평구,1138010400,갈현동,2.014,1.9595,2.0085,578.0,411.0,632.0,1621.0,989.0,1043.0,-2.71,2.5,-0.27,False,False,False,False,보통
전세,서대문구,1141011600,창천동,2.7595,2.8959,2.7516,75.0,72.0,104.0,251.0,147.0,176.0,4.94,-4.98,-0.29,False,False,False,False,보통
전세,영등포구,1156012500,양평동1가,4.6445,4.7581,4.6287,41.0,24.0,46.0,111.0,65.0,70.0,2.45,-2.72,-0.34,False,False,False,False,보통
전세,성동구,1120011200,금호동4가,2.1828,2.1076,2.1709,18.0,13.0,23.0,54.0,31.0,36.0,-3.45,3.01,-0.55,False,False,False,False,보통
전세,강동구,1174010700,암사동,2.8404,2.9418,2.8224,669.0,525.0,901.0,2095.0,1194.0,1426.0,3.57,-4.06,-0.63,False,False,False,False,보통
전세,송파구,1171010400,송파동,3.1317,3.234,3.1115,864.0,743.0,1232.0,2839.0,1607.0,1975.0,3.27,-3.79,-0.65,False,False,False,False,보통
전세,종로구,1111017400,창신동,1.9962,2.1391,1.9831,90.0,115.0,148.0,353.0,205.0,263.0,7.16,-7.29,-0.65,False,False,False,False,보통
전세,동대문구,1123010600,장안동,2.8614,2.7052,2.8368,305.0,250.0,448.0,1003.0,555.0,698.0,-5.46,4.86,-0.86,False,False,False,False,보통
전세,영등포구,1156010600,영등포동5가,4.8866,4.7314,4.8447,19.0,17.0,19.0,55.0,36.0,36.0,-3.18,2.4,-0.86,False,False,False,False,보통
전세,광진구,1121510100,중곡동,3.0657,3.1569,3.0392,955.0,739.0,1382.0,3076.0,1694.0,2121.0,2.97,-3.73,-0.87,False,False,False,False,보통
전세,마포구,1144012400,연남동,2.8806,2.9273,2.8522,184.0,160.0,243.0,587.0,344.0,403.0,1.62,-2.56,-0.99,False,False,False,False,보통
전세,관악구,1162010300,남현동,3.2021,3.615,3.1676,144.0,120.0,183.0,447.0,264.0,303.0,12.89,-12.38,-1.08,False,False,False,False,보통
전세,구로구,1153010100,신도림동,1.4854,1.213,1.469,18.0,15.0,32.0,65.0,33.0,47.0,-18.34,21.11,-1.1,False,False,False,False,보통
전세,송파구,1171010800,문정동,3.0515,3.1628,3.0161,556.0,464.0,737.0,1757.0,1020.0,1201.0,3.65,-4.64,-1.16,False,False,False,False,보통
전세,노원구,1135010200,월계동,1.926,1.9173,1.9033,89.0,121.0,194.0,404.0,210.0,315.0,-0.45,-0.73,-1.18,False,False,False,False,보통
전세,동대문구,1123010500,답십리동,3.6704,3.6241,3.6255,186.0,113.0,202.0,501.0,299.0,315.0,-1.26,0.04,-1.22,False,False,False,False,보통
전세,구로구,1153010600,고척동,1.851,1.9434,1.8274,120.0,122.0,168.0,410.0,242.0,290.0,4.99,-5.97,-1.27,False,False,False,False,보통
전세,강남구,1168010800,논현동,3.979,4.0616,3.9264,497.0,466.0,778.0,1741.0,963.0,1244.0,2.08,-3.33,-1.32,False,False,False,False,보통
전세,성북구,1129011500,삼선동5가,2.9343,2.6862,2.8944,19.0,17.0,55.0,91.0,36.0,72.0,-8.46,7.75,-1.36,False,False,False,False,보통
전세,중구,1114016500,황학동,3.6381,3.7501,3.5778,59.0,49.0,91.0,199.0,108.0,140.0,3.08,-4.6,-1.66,False,False,False,False,보통
전세,강서구,1150010700,외발산동,2.0293,1.7849,1.9951,16.0,17.0,18.0,51.0,33.0,35.0,-12.04,11.78,-1.68,False,False,False,False,보통
전세,중랑구,1126010100,면목동,2.8534,2.9564,2.8039,1039.0,1009.0,1385.0,3433.0,2048.0,2394.0,3.61,-5.16,-1.74,False,False,False,False,보통
전세,성북구,1129013700,상월곡동,2.708,2.5592,2.6607,36.0,28.0,50.0,114.0,64.0,78.0,-5.5,3.97,-1.75,False,False,False,False,보통
전세,서대문구,1141011800,홍은동,1.8083,1.8255,1.7757,253.0,240.0,385.0,878.0,493.0,625.0,0.95,-2.73,-1.8,False,False,False,False,보통
전세,중구,1114013900,필동3가,4.2668,3.5506,4.1899,16.0,5.0,11.0,32.0,21.0,16.0,-16.79,18.0,-1.8,False,False,False,False,보통
전세,양천구,1147010100,신정동,2.4388,2.1965,2.3942,663.0,498.0,940.0,2101.0,1161.0,1438.0,-9.94,9.0,-1.83,False,False,False,False,보통
전세,영등포구,1156012700,양평동3가,4.6086,4.5978,4.52,17.0,20.0,13.0,50.0,37.0,33.0,-0.23,-1.69,-1.92,False,False,False,False,보통
전세,영등포구,1156011900,문래동1가,5.5645,1.0541,5.4525,13.0,1.0,9.0,23.0,14.0,10.0,-81.06,417.28,-2.01,False,True,False,False,보통
전세,강동구,1174010500,길동,2.8529,2.9826,2.7935,321.0,260.0,418.0,999.0,581.0,678.0,4.54,-6.34,-2.08,False,False,False,False,보통
전세,서대문구,1141011900,북가좌동,1.7741,1.8202,1.7316,403.0,337.0,538.0,1278.0,740.0,875.0,2.6,-4.87,-2.39,False,False,False,False,보통
전세,구로구,1153010800,오류동,1.6398,1.555,1.5999,241.0,205.0,353.0,799.0,446.0,558.0,-5.17,2.89,-2.43,False,False,False,False,보통
전세,성북구,1129013900,석관동,2.8886,2.7666,2.8103,269.0,265.0,454.0,988.0,534.0,719.0,-4.23,1.58,-2.71,False,False,False,False,보통
전세,용산구,1117013000,이태원동,3.4335,3.5766,3.3362,163.0,210.0,276.0,649.0,373.0,486.0,4.17,-6.72,-2.83,False,False,False,False,보통
전세,중구,1114014200,예장동,4.3556,4.2226,4.2314,26.0,21.0,23.0,70.0,47.0,44.0,-3.05,0.21,-2.85,False,False,False,False,보통
전세,영등포구,1156010500,영등포동4가,5.8075,5.3059,5.6247,9.0,11.0,5.0,25.0,20.0,16.0,-8.64,6.01,-3.15,False,False,False,False,보통
전세,중랑구,1126010200,상봉동,3.5118,3.317,3.401,581.0,411.0,638.0,1630.0,992.0,1049.0,-5.55,2.54,-3.15,False,False,False,False,보통
전세,마포구,1144012000,서교동,2.9948,3.1753,2.898,239.0,242.0,339.0,820.0,481.0,581.0,6.03,-8.73,-3.23,False,False,False,False,보통
전세,용산구,1117011800,원효로4가,3.4325,3.4685,3.3186,127.0,73.0,172.0,372.0,200.0,245.0,1.05,-4.32,-3.32,False,False,False,False,보통
전세,영등포구,1156012800,양평동4가,3.8409,4.2231,3.7128,141.0,75.0,173.0,389.0,216.0,248.0,9.95,-12.08,-3.33,False,False,False,False,보통
전세,강북구,1130510200,번동,1.5483,1.3996,1.4964,181.0,202.0,268.0,651.0,383.0,470.0,-9.61,6.92,-3.35,False,False,False,False,보통
전세,강남구,1168010100,역삼동,4.0002,3.991,3.8645,669.0,706.0,1069.0,2444.0,1375.0,1775.0,-0.23,-3.17,-3.39,False,False,False,False,보통
전세,영등포구,1156011300,당산동3가,4.7044,5.4857,4.5391,37.0,37.0,39.0,113.0,74.0,76.0,16.61,-17.26,-3.51,False,False,False,False,보통
전세,영등포구,1156011400,당산동4가,3.9238,3.9009,3.784,14.0,12.0,31.0,57.0,26.0,43.0,-0.58,-3.0,-3.56,False,False,False,False,보통
전세,동작구,1159010800,대방동,3.1306,3.1198,3.0159,218.0,206.0,275.0,699.0,424.0,481.0,-0.35,-3.33,-3.66,False,False,False,False,보통
전세,강동구,1174010600,둔촌동,3.0149,2.9313,2.9016,247.0,231.0,435.0,913.0,478.0,666.0,-2.77,-1.01,-3.76,False,False,False,False,보통
전세,성동구,1120010700,행당동,3.8451,4.1097,3.6994,95.0,110.0,152.0,357.0,205.0,262.0,6.88,-9.98,-3.79,False,False,False,False,보통
전세,강동구,1174010900,천호동,3.3433,3.4735,3.2115,1188.0,1065.0,1421.0,3674.0,2253.0,2486.0,3.89,-7.54,-3.94,False,False,False,False,보통
전세,성북구,1129012900,보문동7가,4.2538,4.3548,4.0835,11.0,10.0,13.0,34.0,21.0,23.0,2.37,-6.23,-4.0,False,False,False,False,보통
전세,강서구,1150010800,공항동,2.4445,2.7331,2.3447,325.0,268.0,314.0,907.0,593.0,582.0,11.81,-14.21,-4.08,False,False,False,False,보통
전세,은평구,1138010500,구산동,1.9017,1.9602,1.8242,265.0,172.0,256.0,693.0,437.0,428.0,3.08,-6.94,-4.08,False,False,False,False,보통
전세,마포구,1144011500,상수동,2.6426,2.9022,2.5337,89.0,105.0,134.0,328.0,194.0,239.0,9.82,-12.69,-4.12,False,False,False,False,보통
전세,노원구,1135010600,중계동,1.6774,1.5774,1.608,87.0,62.0,101.0,250.0,149.0,163.0,-5.96,1.94,-4.14,False,False,False,False,보통
전세,서대문구,1141011100,홍제동,2.1989,1.9488,2.1063,220.0,197.0,335.0,752.0,417.0,532.0,-11.37,8.08,-4.21,False,False,False,False,보통
전세,강서구,1150010100,염창동,3.7687,3.5186,3.6077,108.0,77.0,134.0,319.0,185.0,211.0,-6.63,2.53,-4.27,False,False,False,False,보통
전세,동대문구,1123010300,제기동,2.95,2.9324,2.8162,126.0,162.0,234.0,522.0,288.0,396.0,-0.59,-3.97,-4.54,False,False,False,False,보통
전세,성동구,1120010900,금호동1가,1.7138,1.7777,1.6352,34.0,41.0,44.0,119.0,75.0,85.0,3.73,-8.02,-4.59,False,False,False,False,보통
전세,양천구,1147010200,목동,2.3938,2.3798,2.279,1594.0,1357.0,1980.0,4931.0,2951.0,3337.0,-0.58,-4.23,-4.79,False,False,False,False,보통
전세,성북구,1129012700,보문동5가,2.6956,2.4534,2.5643,12.0,15.0,19.0,46.0,27.0,34.0,-8.99,4.52,-4.87,False,False,False,False,보통
전세,영등포구,1156010100,영등포동,3.1779,2.7862,3.0231,68.0,50.0,112.0,230.0,118.0,162.0,-12.32,8.5,-4.87,False,False,False,False,보통
전세,영등포구,1156010200,영등포동1가,4.1281,4.0974,3.9264,25.0,18.0,17.0,60.0,43.0,35.0,-0.74,-4.17,-4.89,False,False,False,False,보통
전세,광진구,1121510200,능동,3.7726,4.2346,3.5714,162.0,127.0,280.0,569.0,289.0,407.0,12.25,-15.66,-5.33,False,False,False,False,보통
전세,은평구,1138010900,신사동,1.9171,1.9437,1.8122,452.0,381.0,489.0,1322.0,833.0,870.0,1.38,-6.77,-5.48,False,False,False,False,보통
전세,구로구,1153011100,천왕동,2.358,2.0649,2.226,2.0,1.0,5.0,8.0,3.0,6.0,-12.43,7.8,-5.6,True,True,False,False,보통
전세,강남구,1168011800,도곡동,3.7658,3.3351,3.5514,66.0,68.0,131.0,265.0,134.0,199.0,-11.44,6.49,-5.69,False,False,False,False,보통
전세,금천구,1154510100,가산동,3.5423,3.5088,3.3408,152.0,117.0,211.0,480.0,269.0,328.0,-0.95,-4.79,-5.69,False,False,False,False,보통
전세,영등포구,1156013000,양평동6가,3.0014,2.9783,2.8231,75.0,78.0,82.0,235.0,153.0,160.0,-0.77,-5.21,-5.94,False,False,False,False,보통
전세,서대문구,1141011000,북아현동,2.0727,1.9935,1.9473,119.0,124.0,217.0,460.0,243.0,341.0,-3.82,-2.32,-6.05,False,False,False,False,보통
